,first degree neighbors,feature_importance
0,CCT3,-0.0063536386263281005
1,UBB,-0.0038655734870938225
2,FURIN,-0.0014505263945565553
3,RAB5C,-0.002662490048189827
4,H1FX,-0.002723036324460189
5,AP2A2,-0.00494769631237062
6,LGALS3,-0.009583711660122944
7,CLTCL1,-0.00496056602634067
8,NCL,-0.0036168744167256795
9,NUMBL,-0.00620521807052653
10,ABCD3,-0.007827009165210655
11,SRP9,-0.0010418446511863077
12,HSD17B10,-0.010485910092524241
13,EGFR,0.005325870763547698
14,PLD2,0.0008032769090813365
15,WNT4,0.0020432507029202905
16,PACSIN2,-0.0034361697437333867
17,TLE1,-0.008859548601657672
18,HNRNPH2,-0.002413508994527949
19,STAM2,0.01085032829069117
20,MAP2K4,0.004876559253017451
21,RAB14,0.00112248381468601
22,PSMD2,-0.005173559166493731
23,GNAI3,-0.0052415704195548345
24,RPS15A,0.010428680497230365
25,RAB11FIP3,-0.002572664072280377
26,NPM1,-0.004934224606107769
27,DNAJA1,0.0031840991628189963
28,DNM2,-0.00021351749753549252
29,GRAP2,-0.0010247239823761238
30,EEA1,-0.0011070655672247042
31,BACE1,-0.00046821633818324614
32,HIST3H3,-0.005200472803654389
33,TNS3,-0.0011251551875806176
34,SNX33,-0.0020815431342377454
35,MYO1D,0.0017758313575710108
36,XPOT,0.006549458811398384
37,PDIA3,-0.0060751205586285885
38,AP1G2,0.0021383006670516905
39,SH3GL3,-0.0015069874440847403
40,PRKCE,0.0028016915454611266
41,B2M,-0.006537521932251341
42,SREBF2,-0.004521299926088765
43,TXN,0.00439591450857425
44,RPL38,0.0021600194806173667
45,ETFDH,-0.004592903272913319
46,NCAPG2,-0.002485528175299588
47,LRIG1,-0.00220203062208556
48,EMD,-0.0013012068585501813
49,SRC,0.00010527170620482726
50,HLA-A,-0.007651977657945898
51,SNRPA1,-0.0011009503020097985
52,ARHGEF7,-0.00897292537613724
53,CD2AP,-0.0033644729301028553
54,TARS2,0.00462378323520814
55,SHC3,0.005342830269979447
56,FDFT1,0.001530481252402851
57,ARPC5,-0.0011286077280591334
58,SLC3A2,0.010793102129015164
59,PAK1,-0.0038177008956101145
60,RAB11B,0.0030016185989502585
61,S100A11P1,-0.005911521348862511
62,SH3GL2,-0.00283991897632368
63,GLI3,-0.006227896429531614
64,RPS14,-0.006811265795060548
65,EEF1G,0.0031256399889743195
66,USP2,-0.0017721811886507227
67,S100A16,-0.0016960106201866088
68,VCP,-0.0006941277318275497
69,IKBKG,0.000621964007081098
70,DNAJC3,0.00544055595988582
71,JUP,-0.000863939493846165
72,MAPK8,0.0019085975577419563
73,SH3KBP1,-0.0037235677230550916
74,NR3C1,0.0023114282839421982
75,ARF4,0.0009681444510274066
76,HMGB1,0.0023153220790127116
77,ARPC1A,0.009453926573341492
78,ITGA5,0.001365202337704872
